-----------------------------------------------------------------------------------------------------------------------------------------
 Module info :
-----------------------------------------------------------------------------------------------------------------------------------------
 Base       | Top        | Size       | Rebase | SafeSEH | ASLR  | NXCompat | OS Dll | Version, Modulename & Path
-----------------------------------------------------------------------------------------------------------------------------------------
 0x10470000 | 0x104a1000 | 0x00031000 | False  | True    | False |  False   | False  | -1.0- [test.exe] (C:\Users\Jay\Desktop\test.exe)
 0x74f50000 | 0x75134000 | 0x001e4000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNELBASE.dll] (C:\WINDOWS\System32\KERNELBASE.dll)
 0x77a30000 | 0x77a74000 | 0x00044000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [sechost.dll] (C:\WINDOWS\System32\sechost.dll)
 0x72ee0000 | 0x72f36000 | 0x00056000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [mswsock.dll] (C:\WINDOWS\system32\mswsock.dll)
 0x75bc0000 | 0x75ca0000 | 0x000e0000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [KERNEL32.DLL] (C:\WINDOWS\System32\KERNEL32.DLL)
 0x773a0000 | 0x7745f000 | 0x000bf000 | True   | True    | True  |  False   | True   | 7.0.17134.1 [msvcrt.dll] (C:\WINDOWS\System32\msvcrt.dll)
 0x744d0000 | 0x744da000 | 0x0000a000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [CRYPTBASE.dll] (C:\WINDOWS\System32\CRYPTBASE.dll)
 0x744e0000 | 0x74500000 | 0x00020000 | True   | True    | True  |  False   | True   | 10.0.17134.376 [SspiCli.dll] (C:\WINDOWS\System32\SspiCli.dll)
 0x77c20000 | 0x77db0000 | 0x00190000 | True   | True    | True  |  False   | True   | 10.0.17134.228 [ntdll.dll] (C:\WINDOWS\SYSTEM32\ntdll.dll)
 0x74550000 | 0x745c8000 | 0x00078000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [ADVAPI32.dll] (C:\WINDOWS\System32\ADVAPI32.dll)
 0x75de0000 | 0x75ea0000 | 0x000c0000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [RPCRT4.dll] (C:\WINDOWS\System32\RPCRT4.dll)
 0x75d10000 | 0x75d77000 | 0x00067000 | True   | True    | True  |  False   | True   | 10.0.17134.1 [WS2_32.dll] (C:\WINDOWS\System32\WS2_32.dll)
 0x77650000 | 0x776a8000 | 0x00058000 | True   | True    | True  |  False   | True   | 10.0.17134.345 [bcryptPrimitives.dll] (C:\WINDOWS\System32\bcryptPrimitives.dll)
-----------------------------------------------------------------------------------------------------------------------------------------
Interesting gadgets
-------------------
0x1047601a :  # POP EDI # POP ESI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047d6e9 :  # AND DWORD PTR DS:[ECX+4],0 # MOV DWORD PTR DS:[ECX],EAX # POP ESI # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048536e :  # MOV EAX,DWORD PTR SS:[ESP+8] # MUL DWORD PTR SS:[ESP+14] # ADD EBX,EAX # MOV EAX,DWORD PTR SS:[ESP+8] # MUL ECX # ADD EDX,EBX # POP EBX # RETN 0x10    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10478990 :  # NEG DWORD PTR DS:[EDI+5E] # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047d6ee :  # ADD DWORD PTR DS:[ESI+5D],EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472c4e :  # XCHG DWORD PTR DS:[EAX],ESI # ADD BYTE PTR DS:[EAX],AL # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104749df :  # OR AL,CH # ADC EAX,DWORD PTR DS:[ECX] # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104749e1 :  # ADC EAX,DWORD PTR DS:[ECX] # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104749e3 :  # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104749e7 :  # OR AL,5D # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104749f0 :  # ADD AL,1 # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104749f2 :  # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a9f4 :  # ADD BH,BH # PUSH SS # MOV DWORD PTR DS:[ESI+10],EAX # XOR EAX,EAX # POP ESI # POP EBP # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104756fe :  # OR BH,BH # ADC EAX,<&KERNEL32.CreateEventW> # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047a9f6 :  # PUSH SS # MOV DWORD PTR DS:[ESI+10],EAX # XOR EAX,EAX # POP ESI # POP EBP # RETN 0x04    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048936b :  # AND CL,DL # DEC ECX # ADC BYTE PTR DS:[EDI],CL # MOV BH,4 # DEC EAX # AND EAX,10 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484701 :  # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484702 :  # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10484703 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472705 :  # OR AL,5D # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10483706 :  # XOR EAX,EAX # POP EDI # POP ESI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a3d :  # MOV DWORD PTR DS:[1049C480],ESI # POP EDI # POP ESI # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a3e :  # XOR EAX,1049C480 # POP EDI # POP ESI # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a3f :  # ADD AH,49 # ADC BYTE PTR DS:[EDI+5E],BL # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a40 :  # LES ECX,FWORD PTR DS:[ECX+10] # POP EDI # POP ESI # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a41 :  # DEC ECX # ADC BYTE PTR DS:[EDI+5E],BL # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a42 :  # ADC BYTE PTR DS:[EDI+5E],BL # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a43 :  # POP EDI # POP ESI # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a44 :  # POP ESI # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a45 :  # XOR EAX,EAX # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a47 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472a48 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047ec63 :  # PUSH DWORD PTR SS:[EBP+4] # POP EDI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaa4 :  # DEC EDX # ADC BYTE PTR SS:[EBP+66E274C0],AL # MOV EAX,DWORD PTR SS:[EBP+8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaa5 :  # ADC BYTE PTR SS:[EBP+66E274C0],AL # MOV EAX,DWORD PTR SS:[EBP+8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f71c :  # MOV DWORD PTR DS:[EDI+10],ECX # MOV DWORD PTR DS:[EDI+14],EAX # POP ESI # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaaa :  # MOV AX,WORD PTR SS:[EBP+8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaab :  # MOV EAX,DWORD PTR SS:[EBP+8] # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaae :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f71d :  # DEC EDI # ADC BYTE PTR DS:[ECX+5F5E1447],CL # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f71e :  # ADC BYTE PTR DS:[ECX+5F5E1447],CL # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f71f :  # MOV DWORD PTR DS:[EDI+14],EAX # POP ESI # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474abc :  # FBSTP TBYTE PTR DS:[EDX-10] # POP EDI # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc75 :  # MOV AL,BYTE PTR DS:[751047DB] # ADC BYTE PTR DS:[EBX+528B0C51],CL # OR AL,39 # PUSH ECX # OR BYTE PTR SS:[EBP+5],DH # MOV EAX,1 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f720 :  # INC EDI # ADC AL,5E # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f721 :  # ADC AL,5E # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10472c50 :  # ADD BYTE PTR DS:[EAX],AL # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x1047f722 :  # POP ESI # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f723 :  # POP EDI # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ead8 :  # MOV EAX,ECX # POP ECX # XCHG EAX,ESP # MOV EAX,DWORD PTR DS:[EAX] # MOV DWORD PTR SS:[ESP],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f724 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eada :  # POP ECX # XCHG EAX,ESP # MOV EAX,DWORD PTR DS:[EAX] # MOV DWORD PTR SS:[ESP],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eadb :  # XCHG EAX,ESP # MOV EAX,DWORD PTR DS:[EAX] # MOV DWORD PTR SS:[ESP],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eadc :  # MOV EAX,DWORD PTR DS:[EAX] # MOV DWORD PTR SS:[ESP],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eade :  # MOV DWORD PTR SS:[ESP],EAX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047f725 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476ae2 :  # AND BYTE PTR DS:[ECX+EDX-A],DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10485726 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10472ae6 :  # CLI # POP EAX # POP EBX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474aeb :  # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaef :  # CMP EAX,test.1049E748 # ADD BYTE PTR SS:[EBP+11],DH # MOV ECX,DWORD PTR SS:[EBP+8] # MOV EAX,DWORD PTR DS:[1049D120] # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474af0 :  # OR AL,CH # OR DWORD PTR DS:[ESI],EDX # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474af2 :  # OR DWORD PTR DS:[ESI],EDX # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474af3 :  # PUSH SS # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10474af4 :  # ADD BYTE PTR DS:[EAX],AL # POP ECX # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476af5 :  # OR DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaf7 :  # MOV ECX,DWORD PTR SS:[EBP+8] # MOV EAX,DWORD PTR DS:[1049D120] # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaf8 :  # DEC EBP # OR BYTE PTR DS:[ECX+1049D120],AH # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaf9 :  # OR BYTE PTR DS:[ECX+1049D120],AH # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eafa :  # MOV EAX,DWORD PTR DS:[1049D120] # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eafb :  # AND CL,DL # DEC ECX # ADC BYTE PTR DS:[EDI],CL # MOV BH,4 # DEC EAX # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eafd :  # DEC ECX # ADC BYTE PTR DS:[EDI],CL # MOV BH,4 # DEC EAX # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eafe :  # ADC BYTE PTR DS:[EDI],CL # MOV BH,4 # DEC EAX # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eaff :  # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eb00 :  # MOV BH,4 # DEC EAX # AND EAX,DWORD PTR SS:[EBP+C] # POP EBP # RETN    ** [test.exe] **   |  null {PAGE_EXECUTE_READ}
0x1047eb04 :  # INC EBP # OR AL,5D # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eb05 :  # OR AL,5D # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc83 :  # OR BYTE PTR SS:[EBP+5],DH # MOV EAX,1 # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eb17 :  # OR AL,5D # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab1d :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[ECX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab1e :  # ADD BYTE PTR DS:[EAX],AL # ADD DWORD PTR SS:[EBP-3D],EBX # OR EAX,3000000 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab1f :  # ADD BYTE PTR DS:[ECX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab20 :  # ADD DWORD PTR SS:[EBP-3D],EBX # OR EAX,3000000 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10476b22 :  # ADD DWORD PTR DS:[EAX],EAX # ADD BYTE PTR DS:[ECX+FFFDE89D],CL # PUSH EDI # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x10478b24 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab25 :  # ADD BYTE PTR DS:[EAX],AL # ADD EBX,DWORD PTR SS:[EBP-3D] # OR EAX,2000000 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab26 :  # ADD BYTE PTR DS:[EBX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047dc87 :  # ADD DWORD PTR DS:[EAX],EAX # ADD BYTE PTR DS:[EAX],AL # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab2d :  # ADD BYTE PTR DS:[EDX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047e733 :  # ADD DWORD PTR SS:[EBP+EAX-75],ESI # ADD AL,8 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ab35 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ab3d :  # OR AL,CH # ADD AL,BYTE PTR DS:[EAX] # ADD BYTE PTR DS:[EAX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ab3f :  # ADD AL,BYTE PTR DS:[EAX] # ADD BYTE PTR DS:[EAX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ab41 :  # ADD BYTE PTR DS:[EAX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104891e4 :  # MOV EAX,DWORD PTR SS:[EBP-8] # AND DWORD PTR DS:[EAX+70],FFFFFFFD # MOV EAX,ECX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab62 :  # ADD EAX,DWORD PTR DS:[EBX+C1F601C8] # ADD DH,BYTE PTR SS:[EBP+EAX+D] # ADD BYTE PTR DS:[EAX],AL # OR BYTE PTR DS:[EAX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104891e6 :  # CLC # AND DWORD PTR DS:[EAX+70],FFFFFFFD # MOV EAX,ECX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048ab68 :  # ADD DH,BYTE PTR SS:[EBP+EAX+D] # ADD BYTE PTR DS:[EAX],AL # OR BYTE PTR DS:[EAX],AL # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104881e7 :  # POP ES # MOV EAX,DWORD PTR SS:[EBP-8] # AND DWORD PTR DS:[EAX+70],FFFFFFFD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b6c :  # INC ECX # OR BYTE PTR DS:[EBX+41010843],CL # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b6d :  # OR BYTE PTR DS:[EBX+41010843],CL # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b6e :  # MOV EAX,DWORD PTR DS:[EBX+8] # ADD DWORD PTR DS:[ECX+8],EAX # POP EDI # POP ESI # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b6f :  # INC EBX # OR BYTE PTR DS:[ECX],AL # INC ECX # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b70 :  # OR BYTE PTR DS:[ECX],AL # INC ECX # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104851e8 :  # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b72 :  # INC ECX # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10488b73 :  # OR BYTE PTR DS:[EDI+5E],BL # POP EBX # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104881e9 :  # INC EBP # CLC # AND DWORD PTR DS:[EAX+70],FFFFFFFD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104881ea :  # CLC # AND DWORD PTR DS:[EAX+70],FFFFFFFD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047c1eb :  # ADD BYTE PTR DS:[EAX],AL # ADD BYTE PTR DS:[EDI+5E],BL # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c96 :  # INC EBP # OR BYTE PTR DS:[ESI+5D],BL # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483c97 :  # OR BYTE PTR DS:[ESI+5D],BL # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10483d55 :  # XOR EAX,EAX # INC EAX # POP EDI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104881ee :  # STD # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047eb13 :  # ADD BYTE PTR DS:[EAX],AL # ADD ESP,0C # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x104881ef :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484ba3 :  # INC EDI # ADD BYTE PTR DS:[EDX],AH # ADD BYTE PTR DS:[EAX],AL # ADD DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484ba5 :  # ADD BYTE PTR DS:[EDX],AH # ADD BYTE PTR DS:[EAX],AL # ADD DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484ba7 :  # ADD BYTE PTR DS:[EAX],AL # ADD DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048abb0 :  # ADD EAX,DWORD PTR DS:[EBX+C1F601C8] # ADD DH,BYTE PTR SS:[EBP+EAX+D] # ADD BYTE PTR DS:[EAX],AL # OR BYTE PTR DS:[EAX],AL # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484bb6 :  # AND DH,DH # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048abb9 :  # OR EAX,80000 # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048abba :  # ADD BYTE PTR DS:[EAX],AL # OR BYTE PTR DS:[EAX],AL # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1048abbc :  # OR BYTE PTR DS:[EAX],AL # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebbe :  # POP ES # MOV ECX,DWORD PTR SS:[EBP-10] # AND DWORD PTR DS:[ECX+70],FFFFFFFD # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebbf :  # MOV ECX,DWORD PTR SS:[EBP-10] # AND DWORD PTR DS:[ECX+70],FFFFFFFD # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebc2 :  # AND DWORD PTR DS:[ECX+70],FFFFFFFD # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebc5 :  # STD # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebc6 :  # POP EBX # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x1047ebc7 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10486bd7 :  # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10486ca4 :  # INC EBP # FSUB QWORD PTR DS:[ESI+3B] # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484bdc :  # DEC EBP # ADC BYTE PTR SS:[EBP+890274C9],AL # XOR ESI,ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10484bdd :  # ADC BYTE PTR SS:[EBP+890274C9],AL # XOR ESI,ESI # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10471750 :  # CLC # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |  ascii {PAGE_EXECUTE_READ}
0x104891fd :  # MOV ECX,DWORD PTR SS:[EBP+8] # MOV EAX,DWORD PTR DS:[1049D120] # MOVZX EAX,WORD PTR DS:[EAX+ECX*2] # AND EAX,107 # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
0x10478bf0 :  # POP ES # MOV ECX,DWORD PTR SS:[EBP-8] # AND DWORD PTR DS:[ECX+70],FFFFFFFD # MOV EAX,ESI # POP ESI # MOV ESP,EBP # POP EBP # RETN    ** [test.exe] **   |   {PAGE_EXECUTE_READ}
